1sau , A , 2 , 45.53 ( 56 / 123 )   , 48.21 ( 27 / 56 )   43.28 ( 29 / 67 )   , 44.44 ( 20 / 45 )   44.83 ( 13 / 29 )   46.94 ( 23 / 49 )   , 48.28 ( 14 / 29 )   41.38 ( 12 / 29 )   48.48 ( 16 / 33 )   43.75 ( 14 / 32 )  
2hbw , A , 2 , 45.82 ( 115 / 251 )   , 47.06 ( 72 / 153 )   43.88 ( 43 / 98 )   , 44.21 ( 42 / 95 )   41.57 ( 37 / 89 )   53.73 ( 36 / 67 )   , 53.19 ( 25 / 47 )   40.51 ( 32 / 79 )   54.24 ( 32 / 59 )   39.39 ( 26 / 66 )  
2bw0 , A , 2 , 49.51 ( 153 / 309 )   , 50.00 ( 92 / 184 )   48.80 ( 61 / 125 )   , 47.22 ( 51 / 108 )   55.06 ( 49 / 89 )   47.32 ( 53 / 112 )   , 50.72 ( 35 / 69 )   46.00 ( 46 / 100 )   45.71 ( 32 / 70 )   57.14 ( 40 / 70 )  
2trc , P , 2 , 43.87 ( 93 / 212 )   , 51.20 ( 64 / 125 )   33.33 ( 29 / 87 )   , 34.52 ( 29 / 84 )   46.03 ( 29 / 63 )   53.85 ( 35 / 65 )   , 53.85 ( 35 / 65 )   27.08 ( 13 / 48 )   46.03 ( 29 / 63 )   44.44 ( 16 / 36 )  
1a79 , A , 2 , 55.56 ( 95 / 171 )   , 51.35 ( 38 / 74 )   58.76 ( 57 / 97 )   , 54.76 ( 23 / 42 )   54.79 ( 40 / 73 )   57.14 ( 32 / 56 )   , 64.86 ( 24 / 37 )   54.55 ( 18 / 33 )   54.55 ( 36 / 66 )   48.57 ( 17 / 35 )  
1ybi , A , 2 , 49.30 ( 140 / 284 )   , 48.91 ( 67 / 137 )   49.66 ( 73 / 147 )   , 52.05 ( 38 / 73 )   49.28 ( 68 / 138 )   46.58 ( 34 / 73 )   , 46.58 ( 34 / 73 )   49.30 ( 35 / 71 )   50.70 ( 36 / 71 )   50.72 ( 35 / 69 )  
3edp , A , 2 , 45.21 ( 99 / 219 )   , 52.31 ( 68 / 130 )   34.83 ( 31 / 89 )   , 51.49 ( 52 / 101 )   36.51 ( 23 / 63 )   43.64 ( 24 / 55 )   , 54.10 ( 33 / 61 )   36.51 ( 23 / 63 )   44.68 ( 21 / 47 )   45.83 ( 22 / 48 )  
3rf3 , B , 2 , 44.57 ( 115 / 258 )   , 40.17 ( 47 / 117 )   48.23 ( 68 / 141 )   , 56.38 ( 53 / 94 )   36.05 ( 31 / 86 )   39.74 ( 31 / 78 )   , 50.00 ( 33 / 66 )   56.16 ( 41 / 73 )   33.33 ( 19 / 57 )   35.48 ( 22 / 62 )  
1c0m , A , 2 , 53.39 ( 118 / 221 )   , 44.29 ( 31 / 70 )   57.62 ( 87 / 151 )   , 61.05 ( 58 / 95 )   50.79 ( 32 / 63 )   44.44 ( 28 / 63 )   , 48.08 ( 25 / 52 )   49.09 ( 27 / 55 )   59.57 ( 28 / 47 )   56.72 ( 38 / 67 )  
1ncf , A , 2 , 37.14 ( 52 / 140 )   , 33.82 ( 23 / 68 )   40.28 ( 29 / 72 )   , 43.55 ( 27 / 62 )   33.33 ( 11 / 33 )   31.11 ( 14 / 45 )   , 36.84 ( 14 / 38 )   33.33 ( 10 / 30 )   44.12 ( 15 / 34 )   34.21 ( 13 / 38 )  
2qj2 , A , 2 , 46.93 ( 84 / 179 )   , 48.91 ( 45 / 92 )   44.83 ( 39 / 87 )   , 48.35 ( 44 / 91 )   52.27 ( 23 / 44 )   38.64 ( 17 / 44 )   , 47.73 ( 21 / 44 )   38.78 ( 19 / 49 )   53.85 ( 21 / 39 )   48.94 ( 23 / 47 )  
2i5v , O , 2 , 36.68 ( 95 / 259 )   , 38.13 ( 53 / 139 )   35.00 ( 42 / 120 )   , 33.33 ( 30 / 90 )   41.11 ( 37 / 90 )   35.44 ( 28 / 79 )   , 40.30 ( 27 / 67 )   40.32 ( 25 / 62 )   31.11 ( 14 / 45 )   34.12 ( 29 / 85 )  
1fpo , A , 2 , 31.58 ( 54 / 171 )   , 27.27 ( 21 / 77 )   35.11 ( 33 / 94 )   , 21.43 ( 12 / 56 )   44.62 ( 29 / 65 )   26.00 ( 13 / 50 )   , 26.00 ( 13 / 50 )   8.00 ( 2 / 25 )   44.64 ( 25 / 56 )   35.00 ( 14 / 40 )  
1lbu , A , 2 , 46.26 ( 99 / 214 )   , 42.71 ( 41 / 96 )   49.15 ( 58 / 118 )   , 47.76 ( 32 / 67 )   44.83 ( 39 / 87 )   46.67 ( 28 / 60 )   , 48.89 ( 22 / 45 )   42.59 ( 23 / 54 )   49.12 ( 28 / 57 )   44.83 ( 26 / 58 )  
1gkg , A , 2 , 7.35 ( 10 / 136 )   , 14.06 ( 9 / 64 )   1.39 ( 1 / 72 )   , 15.09 ( 8 / 53 )   4.65 ( 2 / 43 )   0.00 ( 0 / 40 )   , 0.00 ( 0 / 35 )   12.12 ( 4 / 33 )   2.70 ( 1 / 37 )   16.13 ( 5 / 31 )  
1vfg , A , 2 , 47.95 ( 164 / 342 )   , 49.20 ( 92 / 187 )   46.45 ( 72 / 155 )   , 41.96 ( 47 / 112 )   42.86 ( 51 / 119 )   59.46 ( 66 / 111 )   , 55.43 ( 51 / 92 )   36.59 ( 30 / 82 )   60.81 ( 45 / 74 )   40.43 ( 38 / 94 )  
2r6i , A , 2 , 48.29 ( 127 / 263 )   , 47.06 ( 64 / 136 )   49.61 ( 63 / 127 )   , 60.00 ( 54 / 90 )   48.65 ( 54 / 111 )   30.65 ( 19 / 62 )   , 59.46 ( 44 / 74 )   56.52 ( 39 / 69 )   40.91 ( 27 / 66 )   31.48 ( 17 / 54 )  
1a6q , A , 2 , 52.62 ( 191 / 363 )   , 54.59 ( 107 / 196 )   50.30 ( 84 / 167 )   , 53.15 ( 59 / 111 )   48.12 ( 64 / 133 )   57.14 ( 68 / 119 )   , 34.78 ( 24 / 69 )   65.74 ( 71 / 108 )   52.63 ( 40 / 76 )   50.91 ( 56 / 110 )  
1tua , A , 2 , 44.44 ( 84 / 189 )   , 44.23 ( 46 / 104 )   44.71 ( 38 / 85 )   , 45.88 ( 39 / 85 )   49.18 ( 30 / 61 )   34.88 ( 15 / 43 )   , 49.18 ( 30 / 61 )   47.92 ( 23 / 48 )   34.88 ( 15 / 43 )   43.24 ( 16 / 37 )  
1hv9 , A , 2 , 47.88 ( 215 / 449 )   , 41.95 ( 86 / 205 )   52.87 ( 129 / 244 )   , 42.73 ( 47 / 110 )   53.07 ( 121 / 228 )   42.34 ( 47 / 111 )   , 41.18 ( 42 / 102 )   52.76 ( 67 / 127 )   42.34 ( 47 / 111 )   54.13 ( 59 / 109 )  
1p42 , A , 2 , 52.75 ( 144 / 273 )   , 51.35 ( 76 / 148 )   54.40 ( 68 / 125 )   , 53.49 ( 46 / 86 )   53.16 ( 42 / 79 )   51.85 ( 56 / 108 )   , 51.52 ( 34 / 66 )   50.72 ( 35 / 69 )   54.05 ( 40 / 74 )   54.69 ( 35 / 64 )  
2wxu , A , 2 , 55.68 ( 201 / 361 )   , 59.73 ( 132 / 221 )   49.29 ( 69 / 140 )   , 58.41 ( 66 / 113 )   60.66 ( 74 / 122 )   48.41 ( 61 / 126 )   , 60.18 ( 68 / 113 )   46.38 ( 32 / 69 )   50.72 ( 35 / 69 )   60.00 ( 66 / 110 )  
1rqu , A , 2 , 22.50 ( 27 / 120 )   , 25.64 ( 20 / 78 )   16.67 ( 7 / 42 )   , 30.65 ( 19 / 62 )   18.42 ( 7 / 38 )   5.00 ( 1 / 20 )   , 8.70 ( 2 / 23 )   5.00 ( 1 / 20 )   31.58 ( 18 / 57 )   30.00 ( 6 / 20 )  
2ra9 , A , 2 , 36.43 ( 47 / 129 )   , 41.94 ( 26 / 62 )   31.34 ( 21 / 67 )   , 53.33 ( 24 / 45 )   26.92 ( 14 / 52 )   28.12 ( 9 / 32 )   , 50.00 ( 21 / 42 )   27.59 ( 8 / 29 )   29.03 ( 9 / 31 )   33.33 ( 9 / 27 )  
1vl2 , D , 2 , 64.27 ( 250 / 389 )   , 59.61 ( 121 / 203 )   69.35 ( 129 / 186 )   , 67.47 ( 56 / 83 )   59.44 ( 85 / 143 )   66.87 ( 109 / 163 )   , 58.70 ( 81 / 138 )   70.54 ( 91 / 129 )   48.00 ( 12 / 25 )   68.04 ( 66 / 97 )  
1u4g , A , 2 , 55.37 ( 165 / 298 )   , 55.78 ( 82 / 147 )   54.97 ( 83 / 151 )   , 60.23 ( 53 / 88 )   55.30 ( 73 / 132 )   50.00 ( 39 / 78 )   , 54.41 ( 37 / 68 )   51.39 ( 37 / 72 )   59.09 ( 52 / 88 )   55.71 ( 39 / 70 )  
1xr4 , A , 2 , 62.75 ( 310 / 494 )   , 60.27 ( 132 / 219 )   64.73 ( 178 / 275 )   , 35.90 ( 14 / 39 )   61.11 ( 121 / 198 )   68.09 ( 175 / 257 )   , 62.30 ( 114 / 183 )   68.49 ( 100 / 146 )   33.33 ( 12 / 36 )   65.12 ( 84 / 129 )  
1b8f , A , 2 , 54.94 ( 278 / 506 )   , 56.36 ( 133 / 236 )   53.70 ( 145 / 270 )   , 55.79 ( 106 / 190 )   52.75 ( 96 / 182 )   56.72 ( 76 / 134 )   , 60.33 ( 73 / 121 )   56.00 ( 84 / 150 )   58.40 ( 73 / 125 )   43.64 ( 48 / 110 )  
1feu , A , 2 , 37.30 ( 69 / 185 )   , 43.27 ( 45 / 104 )   29.63 ( 24 / 81 )   , 28.89 ( 13 / 45 )   44.83 ( 39 / 87 )   32.08 ( 17 / 53 )   , 34.04 ( 16 / 47 )   40.91 ( 18 / 44 )   28.57 ( 12 / 42 )   44.23 ( 23 / 52 )  
3md2 , A , 2 , 50.00 ( 71 / 142 )   , 42.86 ( 30 / 70 )   56.94 ( 41 / 72 )   , 41.38 ( 24 / 58 )   51.28 ( 20 / 39 )   60.00 ( 27 / 45 )   , 37.50 ( 12 / 32 )   69.44 ( 25 / 36 )   47.22 ( 17 / 36 )   44.74 ( 17 / 38 )  
1jaj , A , 2 , 39.08 ( 68 / 174 )   , 42.45 ( 45 / 106 )   33.82 ( 23 / 68 )   , 43.10 ( 25 / 58 )   33.82 ( 23 / 68 )   41.67 ( 20 / 48 )   , 40.62 ( 13 / 32 )   32.73 ( 18 / 55 )   40.82 ( 20 / 49 )   44.74 ( 17 / 38 )  
1x9y , A , 2 , 56.36 ( 195 / 346 )   , 57.14 ( 100 / 175 )   55.56 ( 95 / 171 )   , 60.36 ( 67 / 111 )   50.56 ( 45 / 89 )   56.85 ( 83 / 146 )   , 51.81 ( 43 / 83 )   51.81 ( 43 / 83 )   62.34 ( 48 / 77 )   59.22 ( 61 / 103 )  
1ctu , A , 2 , 53.06 ( 156 / 294 )   , 51.01 ( 76 / 149 )   55.17 ( 80 / 145 )   , 57.83 ( 48 / 83 )   53.21 ( 58 / 109 )   49.02 ( 50 / 102 )   , 45.45 ( 35 / 77 )   57.35 ( 39 / 68 )   55.42 ( 46 / 83 )   54.55 ( 36 / 66 )  
1wlf , A , 2 , 47.56 ( 78 / 164 )   , 46.91 ( 38 / 81 )   48.19 ( 40 / 83 )   , 47.30 ( 35 / 74 )   39.13 ( 18 / 46 )   56.82 ( 25 / 44 )   , 50.00 ( 19 / 38 )   56.41 ( 22 / 39 )   37.21 ( 16 / 43 )   47.73 ( 21 / 44 )  
3bt3 , A , 2 , 48.06 ( 62 / 129 )   , 51.43 ( 36 / 70 )   44.07 ( 26 / 59 )   , 50.00 ( 13 / 26 )   44.23 ( 23 / 52 )   50.98 ( 26 / 51 )   , 44.44 ( 12 / 27 )   46.15 ( 18 / 39 )   51.85 ( 14 / 27 )   50.00 ( 18 / 36 )  
1g38 , A , 2 , 51.65 ( 203 / 393 )   , 55.26 ( 126 / 228 )   46.67 ( 77 / 165 )   , 55.35 ( 119 / 215 )   45.21 ( 33 / 73 )   48.57 ( 51 / 105 )   , 47.06 ( 32 / 68 )   57.14 ( 76 / 133 )   45.74 ( 43 / 94 )   53.06 ( 52 / 98 )  
1now , A , 2 , 58.54 ( 281 / 480 )   , 56.43 ( 136 / 241 )   60.67 ( 145 / 239 )   , 58.96 ( 102 / 173 )   62.78 ( 113 / 180 )   51.97 ( 66 / 127 )   , 53.77 ( 57 / 106 )   54.29 ( 76 / 140 )   60.16 ( 77 / 128 )   66.98 ( 71 / 106 )  
1ual , A , 2 , 39.51 ( 96 / 243 )   , 46.30 ( 75 / 162 )   25.93 ( 21 / 81 )   , 48.78 ( 40 / 82 )   43.75 ( 35 / 80 )   25.93 ( 21 / 81 )   , 43.75 ( 35 / 80 )   28.30 ( 15 / 53 )   48.78 ( 40 / 82 )   21.43 ( 6 / 28 )  
2arz , A , 2 , 50.63 ( 121 / 239 )   , 46.88 ( 45 / 96 )   53.15 ( 76 / 143 )   , 52.87 ( 46 / 87 )   52.38 ( 33 / 63 )   47.19 ( 42 / 89 )   , 46.84 ( 37 / 79 )   49.15 ( 29 / 59 )   61.36 ( 27 / 44 )   49.12 ( 28 / 57 )  
2qik , A , 2 , 51.65 ( 141 / 273 )   , 48.28 ( 56 / 116 )   54.14 ( 85 / 157 )   , 50.00 ( 54 / 108 )   54.88 ( 45 / 82 )   50.60 ( 42 / 83 )   , 49.30 ( 35 / 71 )   55.70 ( 44 / 79 )   45.83 ( 22 / 48 )   53.33 ( 40 / 75 )  
1kb0 , A , 2 , 62.52 ( 422 / 675 )   , 57.43 ( 174 / 303 )   66.67 ( 248 / 372 )   , 50.00 ( 91 / 182 )   68.46 ( 178 / 260 )   65.67 ( 153 / 233 )   , 69.28 ( 115 / 166 )   64.91 ( 111 / 171 )   67.39 ( 124 / 184 )   46.75 ( 72 / 154 )  
1po3 , A , 2 , 56.11 ( 363 / 647 )   , 61.95 ( 197 / 318 )   50.46 ( 166 / 329 )   , 62.20 ( 158 / 254 )   51.34 ( 96 / 187 )   52.91 ( 109 / 206 )   , 46.53 ( 67 / 144 )   59.73 ( 89 / 149 )   61.80 ( 144 / 233 )   52.07 ( 63 / 121 )  
2ibd , A , 2 , 47.50 ( 95 / 200 )   , 39.60 ( 40 / 101 )   55.56 ( 55 / 99 )   , 53.85 ( 35 / 65 )   36.67 ( 22 / 60 )   50.67 ( 38 / 75 )   , 53.12 ( 34 / 64 )   55.00 ( 22 / 40 )   38.89 ( 21 / 54 )   42.86 ( 18 / 42 )  
2r01 , A , 2 , 38.81 ( 78 / 201 )   , 45.99 ( 63 / 137 )   23.44 ( 15 / 64 )   , 47.62 ( 40 / 84 )   41.56 ( 32 / 77 )   15.00 ( 6 / 40 )   , 44.83 ( 26 / 58 )   45.45 ( 30 / 66 )   39.62 ( 21 / 53 )   4.17 ( 1 / 24 )  
2nnu , A , 2 , 40.30 ( 81 / 201 )   , 37.50 ( 33 / 88 )   42.48 ( 48 / 113 )   , 45.95 ( 34 / 74 )   39.06 ( 25 / 64 )   34.92 ( 22 / 63 )   , 44.68 ( 21 / 47 )   36.73 ( 18 / 49 )   47.17 ( 25 / 53 )   32.69 ( 17 / 52 )  
2fcw , B , 2 , 35.90 ( 28 / 78 )   , 35.14 ( 13 / 37 )   36.59 ( 15 / 41 )   , 45.45 ( 10 / 22 )   35.48 ( 11 / 31 )   28.00 ( 7 / 25 )   , 47.83 ( 11 / 23 )   16.67 ( 3 / 18 )   52.63 ( 10 / 19 )   22.22 ( 4 / 18 )  
1jhd , A , 2 , 54.80 ( 217 / 396 )   , 53.88 ( 111 / 206 )   55.79 ( 106 / 190 )   , 51.61 ( 64 / 124 )   59.17 ( 71 / 120 )   53.95 ( 82 / 152 )   , 69.57 ( 64 / 92 )   48.15 ( 52 / 108 )   51.89 ( 55 / 106 )   51.11 ( 46 / 90 )  
2bgh , A , 2 , 54.24 ( 224 / 413 )   , 60.00 ( 138 / 230 )   46.99 ( 86 / 183 )   , 50.65 ( 78 / 154 )   55.73 ( 73 / 131 )   57.03 ( 73 / 128 )   , 45.24 ( 38 / 84 )   53.70 ( 58 / 108 )   67.06 ( 57 / 85 )   52.21 ( 71 / 136 )  
1n6c , A , 2 , 41.34 ( 117 / 283 )   , 44.44 ( 72 / 162 )   37.19 ( 45 / 121 )   , 37.11 ( 36 / 97 )   53.70 ( 58 / 108 )   29.49 ( 23 / 78 )   , 51.28 ( 40 / 78 )   37.50 ( 24 / 64 )   26.98 ( 17 / 63 )   46.15 ( 36 / 78 )  
2elc , A , 2 , 60.49 ( 199 / 329 )   , 59.72 ( 126 / 211 )   61.86 ( 73 / 118 )   , 58.26 ( 67 / 115 )   63.64 ( 63 / 99 )   60.00 ( 69 / 115 )   , 64.13 ( 59 / 92 )   61.33 ( 46 / 75 )   64.04 ( 57 / 89 )   50.68 ( 37 / 73 )  
1qo6 , A , 2 , 26.73 ( 27 / 101 )   , 31.67 ( 19 / 60 )   19.51 ( 8 / 41 )   , 31.58 ( 18 / 57 )   16.00 ( 4 / 25 )   26.32 ( 5 / 19 )   , 25.81 ( 8 / 31 )   23.53 ( 4 / 17 )   37.04 ( 10 / 27 )   19.23 ( 5 / 26 )  
1sj8 , A , 2 , 45.12 ( 134 / 297 )   , 49.32 ( 73 / 148 )   40.94 ( 61 / 149 )   , 54.76 ( 69 / 126 )   37.35 ( 31 / 83 )   38.64 ( 34 / 88 )   , 55.56 ( 40 / 72 )   41.46 ( 34 / 82 )   37.68 ( 26 / 69 )   45.95 ( 34 / 74 )  
3kjd , B , 2 , 50.71 ( 179 / 353 )   , 45.45 ( 55 / 121 )   53.45 ( 124 / 232 )   , 55.32 ( 78 / 141 )   49.12 ( 56 / 114 )   45.92 ( 45 / 98 )   , 58.44 ( 45 / 77 )   46.15 ( 36 / 78 )   45.26 ( 43 / 95 )   53.40 ( 55 / 103 )  
1lqs , L , 2 , 55.63 ( 79 / 142 )   , 52.00 ( 52 / 100 )   64.29 ( 27 / 42 )   , 63.41 ( 26 / 41 )   49.02 ( 25 / 51 )   56.00 ( 28 / 50 )   , 51.61 ( 16 / 31 )   63.41 ( 26 / 41 )   45.45 ( 20 / 44 )   65.38 ( 17 / 26 )  
2z6r , A , 2 , 57.58 ( 152 / 264 )   , 56.30 ( 67 / 119 )   58.62 ( 85 / 145 )   , 57.76 ( 67 / 116 )   67.11 ( 51 / 76 )   47.22 ( 34 / 72 )   , 50.82 ( 31 / 61 )   61.54 ( 40 / 65 )   65.62 ( 42 / 64 )   52.70 ( 39 / 74 )  
1skz , A , 2 , 25.96 ( 27 / 104 )   , 30.19 ( 16 / 53 )   21.57 ( 11 / 51 )   , 35.48 ( 11 / 31 )   23.53 ( 12 / 51 )   18.18 ( 4 / 22 )   , 37.04 ( 10 / 27 )   36.67 ( 11 / 30 )   18.18 ( 4 / 22 )   8.00 ( 2 / 25 )  
1knx , B , 2 , 58.55 ( 178 / 304 )   , 61.99 ( 106 / 171 )   54.14 ( 72 / 133 )   , 68.70 ( 90 / 131 )   53.79 ( 71 / 132 )   41.46 ( 17 / 41 )   , 47.46 ( 28 / 59 )   41.46 ( 17 / 41 )   68.50 ( 87 / 127 )   59.74 ( 46 / 77 )  
3dpo , A , 2 , 40.81 ( 91 / 223 )   , 34.48 ( 30 / 87 )   44.85 ( 61 / 136 )   , 45.16 ( 28 / 62 )   42.22 ( 38 / 90 )   35.21 ( 25 / 71 )   , 44.64 ( 25 / 56 )   39.06 ( 25 / 64 )   34.48 ( 20 / 58 )   46.67 ( 21 / 45 )  
2fef , A , 2 , 55.48 ( 157 / 283 )   , 57.52 ( 65 / 113 )   54.12 ( 92 / 170 )   , 57.75 ( 41 / 71 )   54.07 ( 73 / 135 )   55.84 ( 43 / 77 )   , 56.76 ( 42 / 74 )   49.15 ( 29 / 59 )   58.21 ( 39 / 67 )   56.63 ( 47 / 83 )  
1wku , B , 2 , 50.66 ( 115 / 227 )   , 49.04 ( 51 / 104 )   52.03 ( 64 / 123 )   , 48.98 ( 24 / 49 )   50.00 ( 50 / 100 )   52.56 ( 41 / 78 )   , 49.06 ( 26 / 53 )   47.50 ( 19 / 40 )   60.47 ( 26 / 43 )   48.35 ( 44 / 91 )  
1j5y , A , 2 , 40.72 ( 68 / 167 )   , 37.84 ( 28 / 74 )   43.01 ( 40 / 93 )   , 31.82 ( 14 / 44 )   34.38 ( 22 / 64 )   54.24 ( 32 / 59 )   , 33.87 ( 21 / 62 )   29.63 ( 8 / 27 )   61.54 ( 24 / 39 )   38.46 ( 15 / 39 )  
1ng6 , A , 2 , 33.11 ( 49 / 148 )   , 34.74 ( 33 / 95 )   30.19 ( 16 / 53 )   , 38.46 ( 25 / 65 )   29.63 ( 16 / 54 )   27.59 ( 8 / 29 )   , 29.09 ( 16 / 55 )   34.48 ( 10 / 29 )   28.57 ( 8 / 28 )   41.67 ( 15 / 36 )  
1lck , A , 2 , 37.80 ( 62 / 164 )   , 30.77 ( 20 / 65 )   42.42 ( 42 / 99 )   , 39.13 ( 18 / 46 )   43.33 ( 26 / 60 )   31.03 ( 18 / 58 )   , 35.14 ( 13 / 37 )   31.03 ( 18 / 58 )   41.18 ( 14 / 34 )   48.57 ( 17 / 35 )  
1div , A , 2 , 28.86 ( 43 / 149 )   , 20.34 ( 12 / 59 )   34.44 ( 31 / 90 )   , 29.55 ( 13 / 44 )   21.82 ( 12 / 55 )   36.00 ( 18 / 50 )   , 25.00 ( 12 / 48 )   41.67 ( 20 / 48 )   28.12 ( 9 / 32 )   9.52 ( 2 / 21 )  
1nij , A , 2 , 49.53 ( 157 / 317 )   , 51.48 ( 87 / 169 )   47.30 ( 70 / 148 )   , 49.57 ( 57 / 115 )   45.92 ( 45 / 98 )   52.88 ( 55 / 104 )   , 48.54 ( 50 / 103 )   55.22 ( 37 / 67 )   55.29 ( 47 / 85 )   37.10 ( 23 / 62 )  
1ush , A , 2 , 56.70 ( 292 / 515 )   , 51.72 ( 105 / 203 )   59.94 ( 187 / 312 )   , 58.73 ( 111 / 189 )   52.85 ( 102 / 193 )   59.40 ( 79 / 133 )   , 61.61 ( 69 / 112 )   54.78 ( 63 / 115 )   53.85 ( 98 / 182 )   58.49 ( 62 / 106 )  
1ev7 , A , 2 , 49.49 ( 146 / 295 )   , 52.63 ( 80 / 152 )   46.15 ( 66 / 143 )   , 39.51 ( 32 / 81 )   50.79 ( 64 / 126 )   56.82 ( 50 / 88 )   , 59.21 ( 45 / 76 )   52.78 ( 38 / 72 )   39.71 ( 27 / 68 )   45.57 ( 36 / 79 )  
2o62 , A , 2 , 50.55 ( 139 / 275 )   , 47.62 ( 50 / 105 )   52.35 ( 89 / 170 )   , 55.13 ( 43 / 78 )   46.32 ( 44 / 95 )   50.98 ( 52 / 102 )   , 45.45 ( 30 / 66 )   50.00 ( 45 / 90 )   57.63 ( 34 / 59 )   50.00 ( 30 / 60 )  
1h4a , X , 2 , 43.10 ( 75 / 174 )   , 43.02 ( 37 / 86 )   43.18 ( 38 / 88 )   , 43.55 ( 27 / 62 )   44.12 ( 15 / 34 )   42.31 ( 33 / 78 )   , 41.46 ( 17 / 41 )   45.90 ( 28 / 61 )   41.67 ( 15 / 36 )   41.67 ( 15 / 36 )  
2ra8 , A , 2 , 45.13 ( 153 / 339 )   , 33.77 ( 26 / 77 )   48.47 ( 127 / 262 )   , 47.73 ( 63 / 132 )   47.76 ( 64 / 134 )   35.62 ( 26 / 73 )   , 52.33 ( 45 / 86 )   34.72 ( 25 / 72 )   46.34 ( 38 / 82 )   45.45 ( 45 / 99 )  
3c9u , A , 2 , 60.39 ( 186 / 308 )   , 63.08 ( 82 / 130 )   58.43 ( 104 / 178 )   , 69.77 ( 60 / 86 )   57.96 ( 91 / 157 )   53.85 ( 35 / 65 )   , 68.67 ( 57 / 83 )   47.14 ( 33 / 70 )   67.03 ( 61 / 91 )   54.69 ( 35 / 64 )  
3q8g , A , 2 , 48.71 ( 151 / 310 )   , 48.47 ( 79 / 163 )   48.98 ( 72 / 147 )   , 41.67 ( 40 / 96 )   57.02 ( 65 / 114 )   46.00 ( 46 / 100 )   , 53.85 ( 35 / 65 )   45.35 ( 39 / 86 )   38.16 ( 29 / 76 )   57.83 ( 48 / 83 )  
