2i7d , A , 2 , 49.22 ( 95 / 193 )   , 44.59 ( 33 / 74 )   52.10 ( 62 / 119 )   , 57.38 ( 35 / 61 )   43.40 ( 23 / 53 )   46.84 ( 37 / 79 )   , 47.73 ( 21 / 44 )   60.00 ( 33 / 55 )   44.19 ( 19 / 43 )   43.14 ( 22 / 51 )  
1vk1 , A , 2 , 48.43 ( 108 / 223 )   , 50.96 ( 53 / 104 )   46.22 ( 55 / 119 )   , 51.04 ( 49 / 96 )   42.42 ( 28 / 66 )   50.82 ( 31 / 61 )   , 51.61 ( 32 / 62 )   46.94 ( 23 / 49 )   43.75 ( 28 / 64 )   52.08 ( 25 / 48 )  
1hxp , A , 2 , 57.65 ( 196 / 340 )   , 56.21 ( 95 / 169 )   59.06 ( 101 / 171 )   , 60.87 ( 70 / 115 )   51.72 ( 60 / 116 )   60.55 ( 66 / 109 )   , 65.12 ( 56 / 86 )   51.40 ( 55 / 107 )   56.92 ( 37 / 65 )   58.54 ( 48 / 82 )  
1gvk , B , 2 , 54.30 ( 139 / 256 )   , 56.15 ( 73 / 130 )   52.38 ( 66 / 126 )   , 51.16 ( 44 / 86 )   55.88 ( 38 / 68 )   55.88 ( 57 / 102 )   , 55.26 ( 42 / 76 )   47.54 ( 29 / 61 )   57.81 ( 37 / 64 )   56.36 ( 31 / 55 )  
2rdz , A , 2 , 53.05 ( 235 / 443 )   , 49.08 ( 133 / 271 )   59.30 ( 102 / 172 )   , 61.39 ( 97 / 158 )   49.58 ( 59 / 119 )   47.59 ( 79 / 166 )   , 50.46 ( 55 / 109 )   56.64 ( 64 / 113 )   41.96 ( 47 / 112 )   63.30 ( 69 / 109 )  
2cx0 , A , 2 , 47.51 ( 86 / 181 )   , 46.88 ( 45 / 96 )   48.24 ( 41 / 85 )   , 48.72 ( 38 / 78 )   47.37 ( 18 / 38 )   46.15 ( 30 / 65 )   , 43.86 ( 25 / 57 )   53.49 ( 23 / 43 )   45.95 ( 17 / 37 )   47.73 ( 21 / 44 )  
3s46 , A , 2 , 62.57 ( 229 / 366 )   , 60.58 ( 126 / 208 )   65.19 ( 103 / 158 )   , 62.02 ( 80 / 129 )   65.87 ( 83 / 126 )   59.46 ( 66 / 111 )   , 70.21 ( 66 / 94 )   56.04 ( 51 / 91 )   65.09 ( 69 / 106 )   57.33 ( 43 / 75 )  
1wte , B , 2 , 51.47 ( 140 / 272 )   , 51.72 ( 90 / 174 )   51.02 ( 50 / 98 )   , 51.76 ( 44 / 85 )   48.11 ( 51 / 106 )   55.56 ( 45 / 81 )   , 54.55 ( 42 / 77 )   51.76 ( 44 / 85 )   48.15 ( 26 / 54 )   50.00 ( 28 / 56 )  
1a3g , A , 2 , 56.61 ( 167 / 295 )   , 51.06 ( 72 / 141 )   61.69 ( 95 / 154 )   , 44.59 ( 33 / 74 )   64.18 ( 86 / 134 )   55.17 ( 48 / 87 )   , 66.67 ( 64 / 96 )   53.57 ( 30 / 56 )   46.15 ( 30 / 65 )   55.13 ( 43 / 78 )  
1fn9 , A , 2 , 56.44 ( 206 / 365 )   , 59.13 ( 123 / 208 )   52.87 ( 83 / 157 )   , 59.66 ( 71 / 119 )   56.35 ( 71 / 126 )   53.33 ( 64 / 120 )   , 56.63 ( 47 / 83 )   51.22 ( 42 / 82 )   65.38 ( 51 / 78 )   54.10 ( 66 / 122 )  
1x3l , A , 2 , 53.90 ( 235 / 436 )   , 52.38 ( 99 / 189 )   55.06 ( 136 / 247 )   , 51.60 ( 97 / 188 )   51.96 ( 53 / 102 )   58.22 ( 85 / 146 )   , 51.96 ( 53 / 102 )   57.53 ( 84 / 146 )   53.19 ( 50 / 94 )   51.06 ( 48 / 94 )  
2bmo , A , 2 , 61.19 ( 287 / 469 )   , 65.18 ( 204 / 313 )   53.21 ( 83 / 156 )   , 65.14 ( 114 / 175 )   50.88 ( 58 / 114 )   63.89 ( 115 / 180 )   , 66.03 ( 103 / 156 )   51.79 ( 58 / 112 )   68.82 ( 64 / 93 )   57.41 ( 62 / 108 )  
1bx4 , A , 2 , 54.97 ( 188 / 342 )   , 58.85 ( 123 / 209 )   48.87 ( 65 / 133 )   , 54.33 ( 69 / 127 )   61.60 ( 77 / 125 )   46.67 ( 42 / 90 )   , 64.76 ( 68 / 105 )   51.09 ( 47 / 92 )   47.54 ( 29 / 61 )   52.38 ( 44 / 84 )  
3don , A , 2 , 50.57 ( 134 / 265 )   , 54.26 ( 70 / 129 )   47.06 ( 64 / 136 )   , 45.45 ( 30 / 66 )   53.78 ( 64 / 119 )   50.00 ( 40 / 80 )   , 50.68 ( 37 / 73 )   48.44 ( 31 / 64 )   46.88 ( 30 / 64 )   56.25 ( 36 / 64 )  
1d2h , A , 2 , 48.02 ( 121 / 252 )   , 51.88 ( 69 / 133 )   43.70 ( 52 / 119 )   , 54.05 ( 60 / 111 )   28.26 ( 13 / 46 )   50.53 ( 48 / 95 )   , 52.70 ( 39 / 74 )   15.15 ( 5 / 33 )   51.61 ( 32 / 62 )   54.22 ( 45 / 83 )  
2wnp , F , 2 , 50.85 ( 119 / 234 )   , 50.77 ( 66 / 130 )   50.96 ( 53 / 104 )   , 49.28 ( 34 / 69 )   51.85 ( 42 / 81 )   51.19 ( 43 / 84 )   , 50.79 ( 32 / 63 )   50.00 ( 33 / 66 )   51.67 ( 31 / 60 )   51.11 ( 23 / 45 )  
3e2o , A , 2 , 56.46 ( 166 / 294 )   , 59.39 ( 98 / 165 )   52.71 ( 68 / 129 )   , 57.95 ( 51 / 88 )   58.06 ( 54 / 93 )   53.98 ( 61 / 113 )   , 53.03 ( 35 / 66 )   57.58 ( 38 / 66 )   56.98 ( 49 / 86 )   57.89 ( 44 / 76 )  
2phn , A , 2 , 60.07 ( 164 / 273 )   , 60.87 ( 70 / 115 )   59.49 ( 94 / 158 )   , 61.90 ( 65 / 105 )   65.25 ( 77 / 118 )   44.00 ( 22 / 50 )   , 54.10 ( 33 / 61 )   64.84 ( 83 / 128 )   34.62 ( 9 / 26 )   67.24 ( 39 / 58 )  
1tfe , A , 2 , 36.62 ( 52 / 142 )   , 43.88 ( 43 / 98 )   20.45 ( 9 / 44 )   , 20.51 ( 8 / 39 )   40.91 ( 18 / 44 )   44.07 ( 26 / 59 )   , 18.18 ( 6 / 33 )   40.00 ( 16 / 40 )   45.45 ( 15 / 33 )   41.67 ( 15 / 36 )  
1qlm , A , 2 , 56.96 ( 180 / 316 )   , 54.27 ( 89 / 164 )   59.87 ( 91 / 152 )   , 61.24 ( 79 / 129 )   55.77 ( 58 / 104 )   51.81 ( 43 / 83 )   , 52.05 ( 38 / 73 )   60.23 ( 53 / 88 )   54.44 ( 49 / 90 )   61.54 ( 40 / 65 )  
1xvi , A , 2 , 47.06 ( 112 / 238 )   , 47.01 ( 63 / 134 )   47.12 ( 49 / 104 )   , 37.84 ( 28 / 74 )   52.00 ( 39 / 75 )   50.56 ( 45 / 89 )   , 41.18 ( 21 / 51 )   50.70 ( 36 / 71 )   43.75 ( 28 / 64 )   51.92 ( 27 / 52 )  
3h9v , A , 2 , 40.12 ( 132 / 329 )   , 42.93 ( 79 / 184 )   36.55 ( 53 / 145 )   , 38.14 ( 37 / 97 )   30.86 ( 25 / 81 )   46.36 ( 70 / 151 )   , 46.30 ( 50 / 108 )   38.46 ( 30 / 78 )   44.19 ( 38 / 86 )   24.56 ( 14 / 57 )  
1j7x , A , 2 , 48.66 ( 145 / 298 )   , 44.95 ( 49 / 109 )   50.79 ( 96 / 189 )   , 47.47 ( 47 / 99 )   45.54 ( 51 / 112 )   54.02 ( 47 / 87 )   , 39.68 ( 25 / 63 )   43.53 ( 37 / 85 )   56.41 ( 44 / 78 )   54.17 ( 39 / 72 )  
1eyq , A , 2 , 54.72 ( 116 / 212 )   , 55.06 ( 49 / 89 )   54.47 ( 67 / 123 )   , 63.64 ( 42 / 66 )   46.15 ( 30 / 65 )   54.32 ( 44 / 81 )   , 50.00 ( 28 / 56 )   66.67 ( 36 / 54 )   47.17 ( 25 / 53 )   55.10 ( 27 / 49 )  
1wer , A , 2 , 43.52 ( 141 / 324 )   , 48.54 ( 83 / 171 )   37.91 ( 58 / 153 )   , 52.63 ( 60 / 114 )   32.69 ( 34 / 104 )   44.34 ( 47 / 106 )   , 50.59 ( 43 / 85 )   52.38 ( 33 / 63 )   43.66 ( 31 / 71 )   32.38 ( 34 / 105 )  
1dc1 , A , 2 , 52.58 ( 163 / 310 )   , 52.56 ( 113 / 215 )   52.63 ( 50 / 95 )   , 55.34 ( 57 / 103 )   50.00 ( 56 / 112 )   52.63 ( 50 / 95 )   , 56.52 ( 39 / 69 )   53.41 ( 47 / 88 )   50.65 ( 39 / 77 )   50.00 ( 38 / 76 )  
2aua , A , 2 , 43.07 ( 87 / 202 )   , 41.18 ( 56 / 136 )   46.97 ( 31 / 66 )   , 41.38 ( 24 / 58 )   47.56 ( 39 / 82 )   38.71 ( 24 / 62 )   , 34.09 ( 15 / 44 )   37.29 ( 22 / 59 )   58.93 ( 33 / 56 )   39.53 ( 17 / 43 )  
2dkj , A , 2 , 65.92 ( 265 / 402 )   , 71.37 ( 162 / 227 )   58.86 ( 103 / 175 )   , 61.02 ( 72 / 118 )   75.74 ( 103 / 136 )   60.81 ( 90 / 148 )   , 60.91 ( 67 / 110 )   65.62 ( 63 / 96 )   58.16 ( 57 / 98 )   79.59 ( 78 / 98 )  
1duw , A , 2 , 26.99 ( 78 / 289 )   , 23.66 ( 31 / 131 )   29.75 ( 47 / 158 )   , 31.16 ( 43 / 138 )   27.06 ( 23 / 85 )   18.18 ( 12 / 66 )   , 25.76 ( 17 / 66 )   18.18 ( 12 / 66 )   35.14 ( 26 / 74 )   27.71 ( 23 / 83 )  
2oez , A , 2 , 44.53 ( 118 / 265 )   , 50.00 ( 59 / 118 )   40.14 ( 59 / 147 )   , 37.78 ( 34 / 90 )   43.42 ( 33 / 76 )   51.52 ( 51 / 99 )   , 44.05 ( 37 / 84 )   55.71 ( 39 / 70 )   46.27 ( 31 / 67 )   25.00 ( 11 / 44 )  
1cip , A , 2 , 51.58 ( 163 / 316 )   , 45.76 ( 54 / 118 )   55.05 ( 109 / 198 )   , 46.96 ( 54 / 115 )   57.14 ( 68 / 119 )   50.00 ( 41 / 82 )   , 43.33 ( 26 / 60 )   51.22 ( 42 / 82 )   50.00 ( 33 / 66 )   57.41 ( 62 / 108 )  
1rku , A , 2 , 53.40 ( 110 / 206 )   , 58.82 ( 70 / 119 )   45.98 ( 40 / 87 )   , 58.82 ( 40 / 68 )   58.62 ( 34 / 58 )   45.00 ( 36 / 80 )   , 40.00 ( 24 / 60 )   62.96 ( 34 / 54 )   45.24 ( 19 / 42 )   66.00 ( 33 / 50 )  
1fs0 , G , 2 , 54.34 ( 119 / 219 )   , 56.64 ( 64 / 113 )   51.89 ( 55 / 106 )   , 46.25 ( 37 / 80 )   65.48 ( 55 / 84 )   49.09 ( 27 / 55 )   , 76.19 ( 48 / 63 )   50.98 ( 26 / 51 )   37.93 ( 22 / 58 )   48.94 ( 23 / 47 )  
1cjc , A , 2 , 54.07 ( 246 / 455 )   , 52.36 ( 122 / 233 )   55.86 ( 124 / 222 )   , 56.44 ( 57 / 101 )   56.80 ( 96 / 169 )   50.27 ( 93 / 185 )   , 59.57 ( 56 / 94 )   56.55 ( 95 / 168 )   42.71 ( 41 / 96 )   55.67 ( 54 / 97 )  
3hbu , P , 2 , 53.35 ( 247 / 463 )   , 51.60 ( 97 / 188 )   54.55 ( 150 / 275 )   , 49.38 ( 79 / 160 )   47.79 ( 65 / 136 )   61.68 ( 103 / 167 )   , 49.15 ( 58 / 118 )   45.45 ( 50 / 110 )   60.68 ( 71 / 117 )   57.63 ( 68 / 118 )  
3prc , C , 2 , 57.36 ( 191 / 333 )   , 43.45 ( 63 / 145 )   68.09 ( 128 / 188 )   , 63.41 ( 78 / 123 )   44.44 ( 56 / 126 )   67.86 ( 57 / 84 )   , 70.41 ( 69 / 98 )   45.45 ( 50 / 110 )   55.81 ( 48 / 86 )   61.54 ( 24 / 39 )  
3feg , A , 2 , 45.56 ( 164 / 360 )   , 50.21 ( 119 / 237 )   36.59 ( 45 / 123 )   , 55.15 ( 75 / 136 )   35.59 ( 42 / 118 )   44.34 ( 47 / 106 )   , 45.63 ( 47 / 103 )   48.42 ( 46 / 95 )   38.75 ( 31 / 80 )   48.78 ( 40 / 82 )  
2p62 , A , 2 , 56.43 ( 136 / 241 )   , 51.54 ( 67 / 130 )   62.16 ( 69 / 111 )   , 48.98 ( 48 / 98 )   65.28 ( 47 / 72 )   57.75 ( 41 / 71 )   , 48.28 ( 28 / 58 )   66.15 ( 43 / 65 )   61.67 ( 37 / 60 )   48.28 ( 28 / 58 )  
2e6f , A , 2 , 62.18 ( 194 / 312 )   , 62.64 ( 114 / 182 )   61.54 ( 80 / 130 )   , 58.77 ( 67 / 114 )   65.06 ( 54 / 83 )   63.48 ( 73 / 115 )   , 63.08 ( 41 / 65 )   63.51 ( 47 / 74 )   64.71 ( 55 / 85 )   57.95 ( 51 / 88 )  
1xqs , C , 2 , 49.09 ( 81 / 165 )   , 39.08 ( 34 / 87 )   60.26 ( 47 / 78 )   , 49.18 ( 30 / 61 )   37.93 ( 22 / 58 )   63.04 ( 29 / 46 )   , 44.44 ( 20 / 45 )   33.33 ( 14 / 42 )   62.79 ( 27 / 43 )   57.14 ( 20 / 35 )  
2xn6 , A , 2 , 56.16 ( 196 / 349 )   , 52.23 ( 82 / 157 )   59.38 ( 114 / 192 )   , 51.43 ( 72 / 140 )   57.98 ( 69 / 119 )   61.11 ( 55 / 90 )   , 54.65 ( 47 / 86 )   58.10 ( 61 / 105 )   47.14 ( 33 / 70 )   62.50 ( 55 / 88 )  
1ewf , A , 2 , 47.26 ( 224 / 474 )   , 49.81 ( 129 / 259 )   44.19 ( 95 / 215 )   , 45.99 ( 63 / 137 )   42.75 ( 56 / 131 )   50.97 ( 105 / 206 )   , 44.26 ( 54 / 122 )   44.86 ( 48 / 107 )   46.00 ( 46 / 100 )   52.41 ( 76 / 145 )  
1br9 , A , 2 , 37.91 ( 69 / 182 )   , 37.11 ( 36 / 97 )   38.82 ( 33 / 85 )   , 38.75 ( 31 / 80 )   28.21 ( 11 / 39 )   42.86 ( 27 / 63 )   , 25.00 ( 8 / 32 )   43.33 ( 26 / 60 )   46.15 ( 24 / 52 )   28.95 ( 11 / 38 )  
3gyx , A , 2 , 72.51 ( 480 / 662 )   , 74.38 ( 238 / 320 )   70.76 ( 242 / 342 )   , 70.45 ( 174 / 247 )   76.35 ( 184 / 241 )   70.11 ( 122 / 174 )   , 75.00 ( 141 / 188 )   74.44 ( 134 / 180 )   71.07 ( 113 / 159 )   68.15 ( 92 / 135 )  
1ryi , A , 2 , 55.62 ( 203 / 365 )   , 55.48 ( 86 / 155 )   55.71 ( 117 / 210 )   , 57.69 ( 75 / 130 )   53.66 ( 66 / 123 )   55.36 ( 62 / 112 )   , 55.81 ( 48 / 86 )   53.98 ( 61 / 113 )   51.85 ( 42 / 81 )   61.18 ( 52 / 85 )  
1wqg , A , 2 , 41.30 ( 76 / 184 )   , 43.75 ( 49 / 112 )   37.50 ( 27 / 72 )   , 45.61 ( 26 / 57 )   43.06 ( 31 / 72 )   34.55 ( 19 / 55 )   , 44.19 ( 19 / 43 )   44.68 ( 21 / 47 )   41.82 ( 23 / 55 )   33.33 ( 13 / 39 )  
1k3e , A , 2 , 28.37 ( 40 / 141 )   , 35.00 ( 35 / 100 )   12.20 ( 5 / 41 )   , 40.98 ( 25 / 61 )   12.20 ( 5 / 41 )   25.64 ( 10 / 39 )   , 17.24 ( 5 / 29 )   12.20 ( 5 / 41 )   33.33 ( 11 / 33 )   50.00 ( 19 / 38 )  
1b37 , A , 2 , 61.22 ( 281 / 459 )   , 59.62 ( 127 / 213 )   62.60 ( 154 / 246 )   , 60.00 ( 111 / 185 )   58.71 ( 91 / 155 )   66.39 ( 79 / 119 )   , 60.87 ( 84 / 138 )   56.69 ( 72 / 127 )   69.61 ( 71 / 102 )   58.70 ( 54 / 92 )  
1xub , A , 2 , 50.34 ( 146 / 290 )   , 48.34 ( 73 / 151 )   52.52 ( 73 / 139 )   , 52.11 ( 37 / 71 )   48.28 ( 42 / 87 )   50.76 ( 67 / 132 )   , 48.81 ( 41 / 84 )   46.48 ( 33 / 71 )   56.94 ( 41 / 72 )   49.21 ( 31 / 63 )  
2pqc , A , 2 , 57.75 ( 257 / 445 )   , 56.89 ( 128 / 225 )   58.64 ( 129 / 220 )   , 62.62 ( 67 / 107 )   57.87 ( 114 / 197 )   53.90 ( 76 / 141 )   , 54.62 ( 71 / 130 )   64.58 ( 62 / 96 )   57.02 ( 69 / 121 )   56.12 ( 55 / 98 )  
2ewj , A , 2 , 38.03 ( 116 / 305 )   , 23.60 ( 21 / 89 )   43.98 ( 95 / 216 )   , 37.50 ( 33 / 88 )   25.30 ( 21 / 83 )   46.27 ( 62 / 134 )   , 47.78 ( 43 / 90 )   42.47 ( 31 / 73 )   29.58 ( 21 / 71 )   29.58 ( 21 / 71 )  
1poi , A , 2 , 65.62 ( 208 / 317 )   , 63.59 ( 124 / 195 )   68.85 ( 84 / 122 )   , 68.54 ( 61 / 89 )   61.72 ( 79 / 128 )   68.00 ( 68 / 100 )   , 64.37 ( 56 / 87 )   68.75 ( 55 / 80 )   55.74 ( 34 / 61 )   70.79 ( 63 / 89 )  
3bqw , A , 2 , 46.40 ( 161 / 347 )   , 51.22 ( 105 / 205 )   39.44 ( 56 / 142 )   , 50.41 ( 62 / 123 )   38.14 ( 37 / 97 )   48.82 ( 62 / 127 )   , 54.67 ( 41 / 75 )   50.89 ( 57 / 112 )   38.54 ( 37 / 96 )   40.62 ( 26 / 64 )  
3bu2 , A , 2 , 48.15 ( 91 / 189 )   , 52.89 ( 64 / 121 )   39.71 ( 27 / 68 )   , 53.73 ( 36 / 67 )   40.91 ( 27 / 66 )   50.00 ( 28 / 56 )   , 42.86 ( 9 / 21 )   48.98 ( 24 / 49 )   39.58 ( 19 / 48 )   54.93 ( 39 / 71 )  
3n81 , G , 2 , 67.99 ( 342 / 503 )   , 63.32 ( 145 / 229 )   71.90 ( 197 / 274 )   , 79.39 ( 131 / 165 )   66.67 ( 116 / 174 )   57.93 ( 95 / 164 )   , 55.96 ( 61 / 109 )   69.63 ( 94 / 135 )   78.72 ( 74 / 94 )   68.48 ( 113 / 165 )  
1uun , A , 2 , 40.76 ( 75 / 184 )   , 48.23 ( 68 / 141 )   16.28 ( 7 / 43 )   , 36.76 ( 25 / 68 )   19.44 ( 7 / 36 )   53.75 ( 43 / 80 )   , 55.17 ( 32 / 58 )   18.75 ( 6 / 32 )   46.15 ( 24 / 52 )   30.95 ( 13 / 42 )  
2vsg , A , 2 , 58.38 ( 209 / 358 )   , 61.86 ( 120 / 194 )   54.27 ( 89 / 164 )   , 61.39 ( 62 / 101 )   62.16 ( 69 / 111 )   53.42 ( 78 / 146 )   , 61.39 ( 62 / 101 )   57.50 ( 46 / 80 )   62.16 ( 69 / 111 )   48.48 ( 32 / 66 )  
1ii7 , A , 2 , 52.85 ( 176 / 333 )   , 58.87 ( 136 / 231 )   39.22 ( 40 / 102 )   , 51.56 ( 66 / 128 )   39.77 ( 35 / 88 )   64.10 ( 75 / 117 )   , 55.88 ( 38 / 68 )   40.48 ( 34 / 84 )   52.50 ( 42 / 80 )   61.39 ( 62 / 101 )  
1eqf , A , 2 , 0.00 ( 0 / 267 )   , 0.00 ( 0 / 126 )   0.00 ( 0 / 141 )   , 0.00 ( 0 / 82 )   0.00 ( 0 / 99 )   0.00 ( 0 / 86 )   , 0.00 ( 0 / 61 )   0.00 ( 0 / 64 )   0.00 ( 0 / 70 )   0.00 ( 0 / 72 )  
1n4w , A , 2 , 57.54 ( 313 / 544 )   , 57.86 ( 162 / 280 )   57.20 ( 151 / 264 )   , 56.77 ( 130 / 229 )   60.45 ( 107 / 177 )   55.07 ( 76 / 138 )   , 58.78 ( 77 / 131 )   55.28 ( 68 / 123 )   52.90 ( 82 / 155 )   63.70 ( 86 / 135 )  
3agf , A , 2 , 61.87 ( 185 / 299 )   , 59.71 ( 83 / 139 )   63.75 ( 102 / 160 )   , 60.33 ( 73 / 121 )   64.36 ( 65 / 101 )   61.04 ( 47 / 77 )   , 63.77 ( 44 / 69 )   61.80 ( 55 / 89 )   60.81 ( 45 / 74 )   61.19 ( 41 / 67 )  
1ocy , A , 2 , 15.66 ( 31 / 198 )   , 3.16 ( 3 / 95 )   27.18 ( 28 / 103 )   , 7.55 ( 4 / 53 )   1.54 ( 1 / 65 )   32.50 ( 26 / 80 )   , 0.00 ( 0 / 39 )   32.50 ( 26 / 80 )   3.57 ( 1 / 28 )   7.84 ( 4 / 51 )  
3b8m , C , 2 , 41.18 ( 105 / 255 )   , 42.59 ( 69 / 162 )   38.71 ( 36 / 93 )   , 41.80 ( 51 / 122 )   43.48 ( 30 / 69 )   37.50 ( 24 / 64 )   , 41.38 ( 24 / 58 )   45.83 ( 33 / 72 )   38.10 ( 24 / 63 )   38.71 ( 24 / 62 )  
1x7d , B , 2 , 64.35 ( 213 / 331 )   , 66.94 ( 81 / 121 )   62.86 ( 132 / 210 )   , 60.32 ( 76 / 126 )   69.89 ( 65 / 93 )   64.29 ( 72 / 112 )   , 62.50 ( 60 / 96 )   70.00 ( 77 / 110 )   61.96 ( 57 / 92 )   57.58 ( 19 / 33 )  
1vin , A , 2 , 54.37 ( 137 / 252 )   , 54.03 ( 67 / 124 )   54.69 ( 70 / 128 )   , 55.08 ( 65 / 118 )   50.79 ( 32 / 63 )   56.34 ( 40 / 71 )   , 52.38 ( 33 / 63 )   54.29 ( 38 / 70 )   57.14 ( 32 / 56 )   53.97 ( 34 / 63 )  
3im9 , A , 2 , 54.31 ( 170 / 313 )   , 57.42 ( 120 / 209 )   48.08 ( 50 / 104 )   , 52.94 ( 54 / 102 )   60.71 ( 68 / 112 )   48.48 ( 48 / 99 )   , 51.43 ( 36 / 70 )   44.44 ( 36 / 81 )   56.63 ( 47 / 83 )   64.56 ( 51 / 79 )  
2bf6 , A , 2 , 57.91 ( 260 / 449 )   , 53.55 ( 98 / 183 )   60.90 ( 162 / 266 )   , 58.22 ( 85 / 146 )   54.35 ( 75 / 138 )   60.61 ( 100 / 165 )   , 58.33 ( 56 / 96 )   49.57 ( 57 / 115 )   59.68 ( 74 / 124 )   64.04 ( 73 / 114 )  
2z37 , A , 2 , 53.20 ( 133 / 250 )   , 48.54 ( 50 / 103 )   56.46 ( 83 / 147 )   , 50.68 ( 37 / 73 )   61.32 ( 65 / 106 )   43.66 ( 31 / 71 )   , 61.02 ( 36 / 59 )   48.44 ( 31 / 64 )   59.32 ( 35 / 59 )   45.59 ( 31 / 68 )  
1z0s , A , 2 , 62.25 ( 155 / 249 )   , 71.77 ( 89 / 124 )   52.80 ( 66 / 125 )   , 51.61 ( 48 / 93 )   71.62 ( 53 / 74 )   65.85 ( 54 / 82 )   , 60.71 ( 34 / 56 )   50.62 ( 41 / 81 )   70.15 ( 47 / 67 )   73.33 ( 33 / 45 )  
1ytb , A , 2 , 40.56 ( 73 / 180 )   , 39.56 ( 36 / 91 )   41.57 ( 37 / 89 )   , 41.89 ( 31 / 74 )   38.10 ( 24 / 63 )   41.86 ( 18 / 43 )   , 41.86 ( 18 / 43 )   38.00 ( 19 / 50 )   41.46 ( 17 / 41 )   41.30 ( 19 / 46 )  
1q7e , A , 2 , 41.16 ( 170 / 413 )   , 47.46 ( 112 / 236 )   32.77 ( 58 / 177 )   , 35.40 ( 40 / 113 )   47.60 ( 99 / 208 )   33.70 ( 31 / 92 )   , 34.78 ( 32 / 92 )   48.00 ( 60 / 125 )   37.50 ( 39 / 104 )   42.39 ( 39 / 92 )  
1m1h , A , 2 , 38.46 ( 70 / 182 )   , 37.50 ( 30 / 80 )   39.22 ( 40 / 102 )   , 39.68 ( 25 / 63 )   38.57 ( 27 / 70 )   36.73 ( 18 / 49 )   , 39.68 ( 25 / 63 )   38.46 ( 15 / 39 )   39.02 ( 16 / 41 )   35.90 ( 14 / 39 )  
