1opl , B , 3 , 3 , 365 ,  185 ,  0 ,  0 ,  3 ,  17
1w59 , A , 3 , 3 , 350 ,  189 ,  0 ,  4 ,  18 ,  49
2zp1 , A , 2 , 2 , 308 ,  160 ,  0 ,  1 ,  15 ,  25
1zcn , A , 2 , 2 , 143 ,  59 ,  0 ,  16 ,  35 ,  67
1u8b , A , 2 , 2 , 128 ,  41 ,  0 ,  0 ,  10 ,  34
2hza , A , 2 , 2 , 129 ,  54 ,  0 ,  0 ,  13 ,  45
3dpo , A , 2 , 2 , 223 ,  89 ,  0 ,  0 ,  8 ,  26
2bw0 , A , 2 , 2 , 309 ,  153 ,  0 ,  0 ,  7 ,  42
3a9s , A , 3 , 4 , 589 ,  396 ,  0 ,  0 ,  4 ,  14
2b5e , A , 4 , 3 , 483 ,  206 ,  0 ,  0 ,  0 ,  0
3c18 , A , 3 , 3 , 295 ,  156 ,  0 ,  0 ,  3 ,  12
1o9i , A , 2 , 2 , 266 ,  197 ,  0 ,  0 ,  2 ,  2
1ual , A , 2 , 3 , 243 ,  96 ,  0 ,  0 ,  17 ,  24
2a06 , B , 2 , 3 , 423 ,  267 ,  0 ,  0 ,  9 ,  25
3lie , A , 3 , 3 , 266 ,  131 ,  0 ,  0 ,  21 ,  41
1vqz , A , 2 , 2 , 327 ,  161 ,  0 ,  0 ,  12 ,  21
3h47 , A , 2 , 2 , 203 ,  74 ,  0 ,  0 ,  9 ,  31
1nty , A , 2 , 4 , 320 ,  0 ,  0 ,  15 ,  45 ,  90
2fj8 , A , 2 , 3 , 120 ,  37 ,  0 ,  3 ,  11 ,  31
1dg3 , A , 2 , 3 , 120 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1k1y , B , 2 , 3 , 120 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1k5n , A , 2 , 3 , 285 ,  145 ,  0 ,  0 ,  6 ,  15
1a79 , A , 2 , 4 , 171 ,  95 ,  0 ,  1 ,  28 ,  50
1qzf , A , 3 , 3 , 519 ,  314 ,  0 ,  0 ,  1 ,  5
1jey , B , 3 , 3 , 530 ,  288 ,  0 ,  0 ,  0 ,  0
1u4g , A , 2 , 3 , 298 ,  165 ,  0 ,  5 ,  33 ,  62
2h88 , B , 2 , 2 , 239 ,  156 ,  0 ,  0 ,  19 ,  42
2h88 , C , 2 , 2 , 139 ,  50 ,  0 ,  0 ,  0 ,  7
2re3 , A , 3 , 2 , 186 ,  82 ,  0 ,  3 ,  29 ,  49
1k2f , A , 2 , 2 , 190 ,  85 ,  0 ,  3 ,  14 ,  43
1b47 , A , 3 , 2 , 304 ,  152 ,  0 ,  1 ,  4 ,  13
2y1e , A , 3 , 2 , 374 ,  215 ,  0 ,  6 ,  7 ,  24
1lla , A , 3 , 3 , 374 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1xt0 , B , 2 , 2 , 200 ,  83 ,  0 ,  1 ,  23 ,  41
2wxu , A , 2 , 2 , 361 ,  201 ,  0 ,  1 ,  14 ,  33
1kq3 , A , 2 , 4 , 364 ,  198 ,  0 ,  3 ,  23 ,  36
1ppr , M , 2 , 3 , 312 ,  113 ,  0 ,  0 ,  2 ,  4
3gku , A , 3 , 3 , 199 ,  72 ,  0 ,  0 ,  0 ,  15
1skz , A , 2 , 2 , 104 ,  27 ,  0 ,  8 ,  10 ,  19
1oct , C , 2 , 2 , 104 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2oux , A , 2 , 2 , 246 ,  124 ,  0 ,  0 ,  12 ,  18
3fmt , E , 2 , 2 , 162 ,  67 ,  0 ,  0 ,  19 ,  46
3jyu , B , 2 , 2 , 213 ,  82 ,  0 ,  0 ,  11 ,  22
1mow , G , 2 , 2 , 233 ,  0 ,  0 ,  0 ,  0 ,  0
1t3q , C , 3 , 3 , 285 ,  162 ,  0 ,  4 ,  25 ,  48
2hbw , A , 2 , 2 , 251 ,  107 ,  0 ,  5 ,  28 ,  60
2e5y , A , 2 , 2 , 133 ,  59 ,  0 ,  2 ,  26 ,  44
3ka2 , A , 2 , 2 , 200 ,  93 ,  0 ,  5 ,  26 ,  59
3k9o , A , 2 , 2 , 198 ,  93 ,  0 ,  2 ,  14 ,  52
1vme , B , 2 , 2 , 404 ,  232 ,  0 ,  0 ,  14 ,  39
1a8v , A , 2 , 3 , 115 ,  47 ,  0 ,  10 ,  28 ,  73
1td6 , A , 3 , 3 , 286 ,  140 ,  0 ,  1 ,  4 ,  28
1mje , A , 4 , 4 , 286 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1clc , A , 2 , 4 , 541 ,  335 ,  0 ,  0 ,  7 ,  18
2fb5 , A , 2 , 2 , 204 ,  89 ,  0 ,  0 ,  14 ,  34
3hn7 , A , 3 , 2 , 204 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1x9y , A , 2 , 2 , 346 ,  195 ,  0 ,  2 ,  15 ,  39
1lbu , A , 2 , 2 , 214 ,  99 ,  0 ,  12 ,  27 ,  59
3doa , A , 3 , 3 , 214 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2fef , A , 2 , 3 , 283 ,  155 ,  0 ,  6 ,  11 ,  29
1b8f , A , 2 , 3 , 506 ,  278 ,  0 ,  0 ,  12 ,  21
2dwc , B , 3 , 3 , 506 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3bb0 , A , 2 , 4 , 575 ,  340 ,  0 ,  2 ,  5 ,  22
1i7o , A , 2 , 3 , 421 ,  239 ,  0 ,  0 ,  12 ,  28
1w3f , A , 2 , 3 , 312 ,  138 ,  0 ,  0 ,  0 ,  11
2auw , A , 2 , 2 , 156 ,  57 ,  0 ,  0 ,  20 ,  26
3mud , A , 2 , 2 , 156 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1txg , A , 2 , 2 , 335 ,  198 ,  0 ,  0 ,  14 ,  52
3owa , A , 4 , 4 , 335 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1qd1 , A , 2 , 2 , 329 ,  183 ,  0 ,  0 ,  25 ,  44
1uly , A , 2 , 2 , 185 ,  69 ,  0 ,  1 ,  3 ,  15
1yz9 , A , 2 , 2 , 220 ,  97 ,  0 ,  0 ,  8 ,  18
2r01 , A , 2 , 2 , 201 ,  75 ,  0 ,  2 ,  16 ,  33
3ckd , A , 3 , 2 , 201 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1jaj , A , 2 , 2 , 174 ,  68 ,  0 ,  3 ,  22 ,  57
2qj2 , A , 2 , 2 , 179 ,  84 ,  0 ,  0 ,  21 ,  47
1lsl , A , 2 , 3 , 113 ,  22 ,  0 ,  0 ,  0 ,  0
3cwv , A , 2 , 3 , 350 ,  184 ,  0 ,  0 ,  16 ,  37
1su3 , A , 2 , 3 , 415 ,  218 ,  0 ,  0 ,  8 ,  25
1jj2 , K , 2 , 2 , 145 ,  34 ,  0 ,  0 ,  0 ,  10
2d1c , A , 2 , 3 , 495 ,  328 ,  0 ,  0 ,  5 ,  17
1f00 , I , 3 , 3 , 282 ,  121 ,  0 ,  0 ,  0 ,  9
2ra9 , A , 2 , 2 , 129 ,  46 ,  0 ,  9 ,  31 ,  51
2qgq , B , 2 , 2 , 129 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3n4i , B , 2 , 2 , 165 ,  85 ,  0 ,  5 ,  24 ,  55
1mox , A , 3 , 3 , 499 ,  256 ,  0 ,  0 ,  0 ,  8
1tua , A , 2 , 2 , 189 ,  84 ,  0 ,  1 ,  14 ,  37
2ck3 , A , 3 , 3 , 491 ,  313 ,  0 ,  0 ,  1 ,  17
2ck3 , F , 3 , 3 , 469 ,  299 ,  0 ,  0 ,  3 ,  18
1a6q , A , 2 , 2 , 363 ,  191 ,  0 ,  1 ,  6 ,  18
1vli , A , 2 , 3 , 363 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1wvf , A , 4 , 4 , 539 ,  300 ,  0 ,  0 ,  1 ,  13
3c9u , A , 2 , 3 , 308 ,  186 ,  0 ,  9 ,  14 ,  27
1fjr , A , 2 , 2 , 188 ,  94 ,  0 ,  6 ,  29 ,  54
1h4a , X , 2 , 2 , 174 ,  74 ,  0 ,  2 ,  29 ,  71
3e6p , L , 2 , 3 , 174 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1c7c , A , 2 , 3 , 283 ,  144 ,  0 ,  0 ,  18 ,  37
2z6r , A , 2 , 2 , 264 ,  152 ,  0 ,  0 ,  21 ,  44
2uzy , B , 4 , 4 , 264 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3cov , A , 2 , 2 , 288 ,  148 ,  0 ,  2 ,  13 ,  28
3c2q , A , 2 , 2 , 288 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3eam , A , 2 , 3 , 311 ,  174 ,  0 ,  0 ,  0 ,  9
2nlk , A , 2 , 4 , 311 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2r6i , A , 2 , 2 , 263 ,  127 ,  0 ,  0 ,  11 ,  32
1e5r , A , 2 , 2 , 263 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3p0b , A , 2 , 2 , 530 ,  305 ,  0 ,  1 ,  1 ,  17
1ush , A , 2 , 4 , 515 ,  292 ,  0 ,  0 ,  12 ,  28
1feu , A , 2 , 2 , 185 ,  69 ,  0 ,  0 ,  6 ,  28
1na6 , A , 2 , 2 , 185 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1j5q , A , 2 , 3 , 413 ,  218 ,  0 ,  0 ,  3 ,  10
1vl2 , D , 2 , 2 , 389 ,  250 ,  0 ,  0 ,  0 ,  7
1qs2 , A , 2 , 4 , 401 ,  205 ,  0 ,  0 ,  5 ,  10
3hhs , A , 3 , 3 , 401 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1t2d , A , 2 , 2 , 315 ,  166 ,  0 ,  6 ,  22 ,  44
1e8b , A , 3 , 2 , 160 ,  75 ,  0 ,  0 ,  9 ,  33
2ibd , A , 2 , 2 , 200 ,  93 ,  0 ,  0 ,  27 ,  46
3ffk , A , 3 , 3 , 351 ,  169 ,  0 ,  0 ,  3 ,  21
1ulk , A , 3 , 3 , 126 ,  54 ,  0 ,  0 ,  4 ,  25
3cjr , B , 2 , 3 , 118 ,  51 ,  0 ,  0 ,  20 ,  36
1po3 , A , 2 , 3 , 647 ,  363 ,  0 ,  0 ,  1 ,  2
3h90 , A , 2 , 3 , 283 ,  123 ,  0 ,  0 ,  3 ,  4
3swo , B , 3 , 3 , 398 ,  247 ,  0 ,  0 ,  18 ,  27
2phc , B , 2 , 2 , 216 ,  93 ,  0 ,  0 ,  18 ,  42
1bvp , 1 , 3 , 3 , 349 ,  217 ,  0 ,  0 ,  13 ,  15
1b7e , A , 2 , 4 , 349 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1t5h , X , 4 , 3 , 349 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1h6w , A , 3 , 2 , 151 ,  23 ,  0 ,  0 ,  0 ,  0
1sj8 , A , 2 , 2 , 297 ,  134 ,  0 ,  0 ,  7 ,  20
1c0m , A , 2 , 2 , 221 ,  118 ,  0 ,  0 ,  16 ,  40
1ev7 , A , 2 , 3 , 295 ,  146 ,  0 ,  0 ,  8 ,  28
1ggt , A , 4 , 4 , 710 ,  404 ,  0 ,  0 ,  0 ,  2
1wku , B , 2 , 2 , 227 ,  115 ,  0 ,  1 ,  28 ,  57
3e00 , A , 2 , 2 , 289 ,  150 ,  0 ,  0 ,  9 ,  29
1dzf , A , 2 , 2 , 211 ,  86 ,  0 ,  3 ,  18 ,  41
2r6z , A , 2 , 2 , 211 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1ncf , A , 2 , 2 , 140 ,  52 ,  0 ,  0 ,  3 ,  9
1ki0 , A , 3 , 2 , 253 ,  131 ,  0 ,  0 ,  0 ,  12
2oas , A , 3 , 3 , 420 ,  263 ,  0 ,  0 ,  3 ,  21
1whe , A , 2 , 3 , 73 ,  17 ,  0 ,  0 ,  6 ,  11
1ord , A , 4 , 3 , 730 ,  477 ,  0 ,  0 ,  0 ,  0
2oq1 , A , 3 , 2 , 251 ,  122 ,  0 ,  1 ,  1 ,  25
2fo0 , A , 4 , 3 , 465 ,  230 ,  0 ,  0 ,  1 ,  4
3i6w , A , 3 , 3 , 465 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1dkg , A , 2 , 3 , 158 ,  71 ,  0 ,  0 ,  0 ,  6
1g1t , A , 2 , 2 , 157 ,  66 ,  0 ,  0 ,  28 ,  64
2o62 , A , 2 , 2 , 275 ,  137 ,  0 ,  8 ,  20 ,  35
2ahx , A , 4 , 3 , 611 ,  283 ,  0 ,  0 ,  0 ,  1
1ssq , A , 2 , 2 , 241 ,  128 ,  0 ,  3 ,  19 ,  56
2as0 , A , 3 , 3 , 241 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2a25 , A , 2 , 2 , 146 ,  68 ,  0 ,  12 ,  46 ,  93
1r8e , A , 3 , 3 , 275 ,  105 ,  0 ,  0 ,  9 ,  13
3c2u , A , 2 , 3 , 549 ,  357 ,  0 ,  0 ,  14 ,  29
2elc , A , 2 , 4 , 329 ,  199 ,  0 ,  3 ,  17 ,  55
1uha , A , 2 , 2 , 82 ,  28 ,  0 ,  1 ,  18 ,  42
3bl4 , A , 2 , 3 , 119 ,  51 ,  0 ,  0 ,  13 ,  28
1vfg , A , 2 , 3 , 342 ,  164 ,  0 ,  0 ,  1 ,  16
1div , A , 2 , 3 , 149 ,  43 ,  0 ,  0 ,  10 ,  18
2ess , A , 2 , 2 , 244 ,  113 ,  0 ,  5 ,  17 ,  33
2hyv , A , 4 , 3 , 308 ,  147 ,  0 ,  0 ,  14 ,  13
2gno , A , 3 , 3 , 300 ,  138 ,  0 ,  0 ,  7 ,  29
3i4d , H , 2 , 3 , 245 ,  121 ,  0 ,  0 ,  5 ,  12
1p42 , A , 2 , 2 , 273 ,  143 ,  0 ,  14 ,  30 ,  49
1wur , A , 2 , 2 , 185 ,  95 ,  0 ,  1 ,  10 ,  41
1ctu , A , 2 , 2 , 294 ,  156 ,  0 ,  8 ,  30 ,  51
3q8g , A , 2 , 2 , 310 ,  150 ,  0 ,  4 ,  14 ,  23
1gql , A , 3 , 3 , 705 ,  454 ,  0 ,  0 ,  0 ,  5
1pov , 0 , 2 , 3 , 705 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
3b4n , A , 2 , 2 , 316 ,  175 ,  0 ,  8 ,  19 ,  53
3k75 , E , 3 , 2 , 246 ,  119 ,  0 ,  1 ,  1 ,  21
1rzh , M , 2 , 3 , 301 ,  174 ,  0 ,  0 ,  0 ,  3
1or7 , B , 2 , 2 , 301 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2qik , A , 2 , 3 , 273 ,  137 ,  0 ,  2 ,  18 ,  47
1wpb , O , 2 , 2 , 168 ,  60 ,  0 ,  0 ,  10 ,  19
1nt2 , B , 3 , 3 , 236 ,  114 ,  0 ,  0 ,  0 ,  13
1xr4 , A , 2 , 3 , 494 ,  310 ,  0 ,  0 ,  0 ,  7
2p84 , A , 2 , 3 , 136 ,  42 ,  0 ,  3 ,  8 ,  26
2ahr , C , 2 , 2 , 249 ,  150 ,  0 ,  0 ,  14 ,  38
2ra8 , A , 2 , 2 , 339 ,  153 ,  0 ,  0 ,  3 ,  19
2a9d , A , 2 , 4 , 369 ,  217 ,  0 ,  4 ,  16 ,  31
3hu3 , A , 4 , 4 , 453 ,  220 ,  0 ,  0 ,  0 ,  7
2ioq , A , 4 , 3 , 453 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2cnd , A , 2 , 2 , 260 ,  126 ,  0 ,  3 ,  16 ,  37
2ph7 , A , 2 , 2 , 214 ,  105 ,  0 ,  2 ,  25 ,  45
1shy , B , 2 , 3 , 214 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1ybi , A , 2 , 3 , 284 ,  140 ,  0 ,  0 ,  30 ,  61
2fmp , A , 4 , 2 , 338 ,  147 ,  0 ,  0 ,  2 ,  3
1qo6 , A , 2 , 3 , 101 ,  27 ,  0 ,  2 ,  13 ,  37
3hn4 , A , 3 , 2 , 259 ,  115 ,  0 ,  5 ,  4 ,  28
3md2 , A , 2 , 3 , 142 ,  71 ,  0 ,  20 ,  58 ,  97
3edp , A , 2 , 2 , 219 ,  98 ,  0 ,  0 ,  8 ,  27
1e8c , A , 3 , 3 , 482 ,  275 ,  0 ,  0 ,  0 ,  26
1aye , A , 2 , 3 , 482 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
2gk9 , B , 2 , 2 , 482 ,  DSSP Data unavailable ,  0 ,  0 ,  0 ,  0
1vcl , A , 3 , 3 , 431 ,  223 ,  0 ,  0 ,  5 ,  15
1m70 , A , 2 , 2 , 190 ,  81 ,  0 ,  2 ,  16 ,  44
2gy5 , A , 4 , 3 , 423 ,  202 ,  0 ,  0 ,  5 ,  13
1joc , A , 2 , 2 , 123 ,  0 ,  0 ,  0 ,  0 ,  0
1n93 , X , 2 , 3 , 335 ,  138 ,  0 ,  0 ,  10 ,  30
1uxy , A , 3 , 2 , 340 ,  178 ,  0 ,  5 ,  9 ,  17
